6.07	5.74	6.74	6.27
6	5.85	6.81	6.35
6	6	6.7	6.42
5.96	5.96	6.67	6.31
5.93	5.81	6.7	6.39
5.93	5.81	6.93	6.46
5.85	5.75	6.56	6.44
5.85	5.75	6.52	6.52
5.63	5.9	6.41	6.67
5.56	5.79	6.15	6.56
5.81	5.6	6.22	6.19
5.81	5.68	6.11	6.22
5.59	5.64	6.19	6.15
5.56	5.75	6.15	6.33
5.52	5.6	6.04	6.22
5.52	5.6	6.19	6.07
5.44	5.42	6	6
5.67	5.68	6.19	6.33
5.96	5.82	6.26	6.41
5.96	5.86	6.37	6.44
5.81	5.82	6.3	6.37
5.81	6.05	6.04	6.81
5.78	5.9	5.93	6.74
5.89	5.93	6.07	6.93
5.85	6.23	5.96	6.81
5.81	6.05	5.81	6.59
5.93	5.97	5.81	6.33
6.04	6.01	5.85	6.37
5.81	6.04	5.63	6.41
5.7	6	5.59	6.37
5.63	5.85	5.67	6.19
5.52	5.93	5.56	6.15
5.44	5.74	5.22	5.89
5.33	5.74	5.26	5.85
5.56	5.7	5.33	5.85
5.56	5.48	5.52	5.7
5.44	5.33	5.67	5.63
5.07	5.44	5.44	5.85
5.07	5.41	5.81	5.85
5.41	5.41	5.93	6.04
5.41	5.11	5.93	5.7
5.33	5.15	5.93	5.81
5.26	5.22	5.89	5.85
5.52	5.37	6.22	6
5.33	5.19	5.96	5.96
5.22	5.07	6	5.93
5.11	5.04	5.96	5.74
5.15	5.19	6.07	5.93
5.07	4.93	6.07	5.63
5.11	5.04	5.96	5.78
4.89	5.07	5.7	5.74
4.81	4.7	5.67	5.89
4.81	4.81	5.81	6.07
4.48	5.04	5.74	6.19
4.37	5.11	5.7	6.15
4.44	4.96	5.74	6.11
4.67	4.89	5.89	5.96
4.63	5.04	5.74	5.96
4.89	4.96	5.96	6.04
4.93	5.19	6.15	6.04
4.93	5.15	6.11	6.15
4.74	5.22	6.19	6
4.81	5.11	6.07	6.04
5	5.37	6.11	6.15
5.07	5.56	6.04	6.26
5.07	5.41	5.78	6.07
5.04	5.48	5.85	6.11
5.07	5.67	5.74	6.22
5.37	5.67	5.89	6.07
5.52	5.56	6	6.04
5.33	5.26	5.63	5.93
5.19	5.26	5.59	5.7
5.11	5.22	5.52	5.63
5.33	5.15	5.56	5.7
5.22	4.93	5.41	5.41
5.44	4.89	5.48	5.26
5.44	4.78	5.63	5.22
5.33	4.96	5.7	5.41
5.52	4.89	5.85	5.3
5.7	4.89	5.85	5.15
5.96	4.85	5.81	5.07
6.26	4.81	5.81	5.15
6.26	4.96	5.81	5.19
6.11	5.11	5.7	5.41
6.07	5.15	5.74	5.63
6.04	5.11	5.7	5.37
5.96	4.96	5.59	5.41
5.93	4.98	5.48	5.22
5.93	4.94	5.41	5.26
5.74	5.02	5.41	5.26
5.67	4.9	5.33	5.07
5.67	4.79	5.37	4.74
5.81	4.83	5.44	4.85
5.59	4.76	5.22	4.67
5.56	4.57	5.44	4.59
5.59	4.5	5.56	4.52
5.41	4.53	5.41	4.52
5.48	4.83	5.41	4.7
5.59	4.87	5.44	4.56
5.63	4.9	5.48	4.63
5.33	4.94	5.48	4.74
5.3	5.05	5.56	4.81
5.04	5.2	5.37	4.89
4.96	5.39	5.26	4.93
4.96	5.13	5.22	4.67
5	5.39	5.33	4.78
4.74	5.3	5.07	4.96
4.67	5.15	5.22	4.89
4.41	5.11	5.19	4.85
4.52	5.07	5.37	4.89
4.44	5.04	5.52	4.85
4.56	4.89	5.63	4.7
4.48	4.96	5.81	4.78
4.56	5.07	5.78	4.96
4.59	5.07	5.85	5.11
4.81	5.11	5.89	5.22
4.85	5.07	5.89	5.3
4.81	5	5.85	5.44
4.78	4.96	5.78	5.59
4.52	5	5.74	5.59
4.56	5.19	5.81	5.81
4.59	5.22	5.74	5.89
4.26	5.15	5.41	5.89
4.33	5.15	5.37	5.81
4.19	5	5.41	5.67
4.15	5	5.52	6
4	5.04	5.56	6.08
4.07	5	5.74	6.08
4	4.93	5.67	6.16
4.07	4.81	5.7	6.01
4.19	4.59	5.81	6.01
4.19	4.44	5.78	6.08
4.33	4.19	5.7	6.05
4.33	4.11	5.81	5.9
4.52	4.15	5.63	6.01
4.44	4.19	5.67	6.05
4.44	4.26	0	0
4.3	4.33	0	0
4.22	4.37	0	0
4.33	4.37	0	0
4.37	4.3	0	0
4.48	4.33	0	0
4.22	4.22	0	0
4.3	4.26	0	0
4.3	4.22	0	0
4.37	4.22	0	0
4.44	4.33	0	0
4.67	4.26	0	0
4.67	4.37	0	0
4.85	4.37	0	0
4.81	4.44	0	0
4.96	4.63	0	0
5.11	4.7	0	0
5.15	4.85	0	0
5.11	5.04	0	0
5.37	5.04	0	0
5.48	5.07	0	0
5.37	5.19	0	0
5.52	5.19	0	0
5.33	5.26	0	0
5.44	5.48	0	0
5.22	5.56	0	0
5.26	5.67	0	0
5.07	5.63	0	0
5.19	5.56	0	0
5.41	5.63	0	0
5.19	5.63	0	0
5.11	5.7	0	0
4.93	5.67	0	0
5.11	5.59	0	0
5.19	5.7	0	0
5.07	5.78	0	0
5.04	5.74	0	0
5.11	5.52	0	0
5.07	5.37	0	0
5.15	5.19	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
